,fname,height,width,colors,info,xmin_coco,ymin_coco,xmax_coco,ymax_coco,xmin_alb,ymin_alb,xmax_alb,ymax_alb,label,kfold
863,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_158.jpg,332,500,3,['1 156 45 348 231'],156,45,348,231,0.312,0.1355421686746988,0.696,0.6957831325301205,1,4
864,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_159.jpg,333,500,3,['1 174 59 361 226'],174,59,361,226,0.348,0.17717717717717718,0.722,0.6786786786786787,1,4
865,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_16.jpg,500,375,3,['1 1 1 374 392'],1,1,374,392,0.0026666666666666666,0.002,0.9973333333333333,0.784,1,3
866,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_160.jpg,333,500,3,['1 165 30 327 187'],165,30,327,187,0.33,0.09009009009009009,0.654,0.5615615615615616,1,0
867,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_161.jpg,500,333,3,['1 51 50 294 318'],51,50,294,318,0.15315315315315314,0.1,0.8828828828828829,0.636,1,2
868,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_162.jpg,335,500,3,['1 113 27 358 218'],113,27,358,218,0.226,0.08059701492537313,0.716,0.6507462686567164,1,3
869,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_163.jpg,365,500,3,['1 257 84 336 174'],257,84,336,174,0.514,0.23013698630136986,0.672,0.4767123287671233,1,0
870,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_164.jpg,375,500,3,['1 100 18 388 285'],100,18,388,285,0.2,0.048,0.776,0.76,1,2
871,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_165.jpg,332,500,3,['1 255 41 386 162'],255,41,386,162,0.51,0.12349397590361445,0.772,0.4879518072289157,1,4
872,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_166.jpg,500,333,3,['1 189 130 269 212'],189,130,269,212,0.5675675675675675,0.26,0.8078078078078078,0.424,1,3
873,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_167.jpg,350,500,3,['1 182 33 409 253'],182,33,409,253,0.364,0.09428571428571429,0.818,0.7228571428571429,1,1
874,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_168.jpg,500,333,3,['1 14 27 319 275'],14,27,319,275,0.042042042042042045,0.054,0.9579579579579579,0.55,1,3
875,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_169.jpg,333,500,3,['1 186 94 279 190'],186,94,279,190,0.372,0.2822822822822823,0.558,0.5705705705705706,1,4
876,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_17.jpg,332,500,3,['1 116 1 372 242'],116,1,372,242,0.232,0.0030120481927710845,0.744,0.7289156626506024,1,3
877,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_172.jpg,335,500,3,['1 62 54 283 243'],62,54,283,243,0.124,0.16119402985074627,0.566,0.7253731343283583,1,1
878,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_173.jpg,332,500,3,['1 187 34 329 174'],187,34,329,174,0.374,0.10240963855421686,0.658,0.5240963855421686,1,4
879,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_174.jpg,375,500,3,['1 134 79 297 234'],134,79,297,234,0.268,0.21066666666666667,0.594,0.624,1,3
880,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_175.jpg,375,500,3,['1 184 64 379 265'],184,64,379,265,0.368,0.17066666666666666,0.758,0.7066666666666667,1,0
881,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_176.jpg,375,500,3,['1 76 37 340 280'],76,37,340,280,0.152,0.09866666666666667,0.68,0.7466666666666667,1,1
882,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_177.jpg,333,500,3,['1 201 22 314 136'],201,22,314,136,0.402,0.06606606606606606,0.628,0.4084084084084084,1,0
883,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_178.jpg,336,500,3,['1 128 13 266 166'],128,13,266,166,0.256,0.03869047619047619,0.532,0.49404761904761907,1,3
884,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_179.jpg,375,500,3,['1 276 5 404 138'],276,5,404,138,0.552,0.013333333333333334,0.808,0.368,1,3
885,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_180.jpg,500,333,3,['1 83 119 240 301'],83,119,240,301,0.24924924924924924,0.238,0.7207207207207207,0.602,1,3
886,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_181.jpg,500,333,3,['1 90 97 292 281'],90,97,292,281,0.2702702702702703,0.194,0.8768768768768769,0.562,1,4
887,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_182.jpg,500,427,3,['1 71 58 357 305'],71,58,357,305,0.16627634660421545,0.116,0.8360655737704918,0.61,1,0
888,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_184.jpg,416,500,3,['1 76 34 303 272'],76,34,303,272,0.152,0.08173076923076923,0.606,0.6538461538461539,1,1
889,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_185.jpg,334,500,3,['1 166 39 360 234'],166,39,360,234,0.332,0.11676646706586827,0.72,0.7005988023952096,1,1
890,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_186.jpg,375,500,3,['1 148 33 349 245'],148,33,349,245,0.296,0.088,0.698,0.6533333333333333,1,3
891,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_187.jpg,500,332,3,['1 117 211 246 322'],117,211,246,322,0.35240963855421686,0.422,0.7409638554216867,0.644,1,0
892,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_188.jpg,500,335,3,['1 98 29 318 251'],98,29,318,251,0.29253731343283584,0.058,0.9492537313432836,0.502,1,4
893,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_189.jpg,500,425,3,['1 148 145 394 412'],148,145,394,412,0.34823529411764703,0.29,0.9270588235294117,0.824,1,0
894,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_190.jpg,332,500,3,['1 152 1 464 260'],152,1,464,260,0.304,0.0030120481927710845,0.928,0.7831325301204819,1,3
895,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_193.jpg,332,500,3,['1 197 67 402 267'],197,67,402,267,0.394,0.20180722891566266,0.804,0.8042168674698795,1,2
896,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_195.jpg,375,500,3,['1 93 89 312 271'],93,89,312,271,0.186,0.23733333333333334,0.624,0.7226666666666667,1,2
897,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_196.jpg,500,333,3,['1 125 1 321 205'],125,1,321,205,0.37537537537537535,0.002,0.963963963963964,0.41,1,1
898,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_197.jpg,375,500,3,['1 128 5 359 248'],128,5,359,248,0.256,0.013333333333333334,0.718,0.6613333333333333,1,0
899,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_198.jpg,375,500,3,['1 172 12 403 255'],172,12,403,255,0.344,0.032,0.806,0.68,1,3
900,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_199.jpg,375,500,3,['1 100 9 313 221'],100,9,313,221,0.2,0.024,0.626,0.5893333333333334,1,3
901,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_200.jpg,332,500,3,['1 171 27 326 183'],171,27,326,183,0.342,0.08132530120481928,0.652,0.5512048192771084,1,4
902,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_201.jpg,375,500,3,['1 168 32 375 189'],168,32,375,189,0.336,0.08533333333333333,0.75,0.504,1,4
903,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_203.jpg,375,500,3,['1 108 29 352 243'],108,29,352,243,0.216,0.07733333333333334,0.704,0.648,1,3
904,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_204.jpg,333,500,3,['1 244 1 500 264'],244,1,500,264,0.488,0.003003003003003003,1.0,0.7927927927927928,1,0
905,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_205.jpg,500,385,3,['1 1 1 385 378'],1,1,385,378,0.0025974025974025974,0.002,1.0,0.756,1,1
906,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_207.jpg,375,500,3,['1 82 39 261 216'],82,39,261,216,0.164,0.104,0.522,0.576,1,1
907,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_209.jpg,419,500,3,['1 301 13 485 191'],301,13,485,191,0.602,0.031026252983293555,0.97,0.45584725536992843,1,3
908,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\British_Shorthair_210.jpg,333,500,3,['1 206 103 321 221'],206,103,321,221,0.412,0.30930930930930933,0.642,0.6636636636636637,1,3
909,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_10.jpg,333,500,3,['2 95 1 404 297'],95,1,404,297,0.19,0.003003003003003003,0.808,0.8918918918918919,0,0
910,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_100.jpg,375,500,3,['2 95 20 299 290'],95,20,299,290,0.19,0.05333333333333334,0.598,0.7733333333333333,0,4
911,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_101.jpg,334,500,3,['2 255 30 354 111'],255,30,354,111,0.51,0.08982035928143713,0.708,0.3323353293413174,0,4
912,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_102.jpg,500,333,3,['2 19 28 238 277'],19,28,238,277,0.057057057057057055,0.056,0.7147147147147147,0.554,0,0
913,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_103.jpg,500,375,3,['2 29 46 327 269'],29,46,327,269,0.07733333333333334,0.092,0.872,0.538,0,0
914,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_105.jpg,300,205,3,['2 41 19 146 151'],41,19,146,151,0.2,0.06333333333333334,0.7121951219512195,0.5033333333333333,0,0
915,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_106.jpg,225,300,3,['2 120 21 168 72'],120,21,168,72,0.4,0.09333333333333334,0.56,0.32,0,4
916,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_108.jpg,300,265,3,['2 34 1 259 205'],34,1,259,205,0.12830188679245283,0.0033333333333333335,0.9773584905660377,0.6833333333333333,0,1
917,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_109.jpg,225,300,3,['2 114 1 251 107'],114,1,251,107,0.38,0.0044444444444444444,0.8366666666666667,0.47555555555555556,0,4
918,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_11.jpg,500,500,3,['2 37 17 452 431'],37,17,452,431,0.074,0.034,0.904,0.862,0,4
919,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_110.jpg,225,300,3,['2 100 62 153 125'],100,62,153,125,0.3333333333333333,0.27555555555555555,0.51,0.5555555555555556,0,1
920,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_111.jpg,300,288,3,['2 154 46 225 155'],154,46,225,155,0.5347222222222222,0.15333333333333332,0.78125,0.5166666666666667,0,1
921,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_112.jpg,300,225,3,['2 103 69 194 144'],103,69,194,144,0.4577777777777778,0.23,0.8622222222222222,0.48,0,0
922,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_113.jpg,225,300,3,['2 120 46 200 139'],120,46,200,139,0.4,0.20444444444444446,0.6666666666666666,0.6177777777777778,0,3
923,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_114.jpg,220,300,3,['2 53 27 239 121'],53,27,239,121,0.17666666666666667,0.12272727272727273,0.7966666666666666,0.55,0,4
924,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_115.jpg,279,300,3,['2 84 17 223 138'],84,17,223,138,0.28,0.06093189964157706,0.7433333333333333,0.4946236559139785,0,3
925,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_116.jpg,300,219,3,['2 37 44 159 159'],37,44,159,159,0.1689497716894977,0.14666666666666667,0.726027397260274,0.53,0,2
926,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_117.jpg,212,300,3,['2 70 17 145 94'],70,17,145,94,0.23333333333333334,0.08018867924528301,0.48333333333333334,0.44339622641509435,0,3
927,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_118.jpg,289,300,3,['2 114 33 252 230'],114,33,252,230,0.38,0.11418685121107267,0.84,0.7958477508650519,0,3
928,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_119.jpg,300,212,3,['2 49 24 156 144'],49,24,156,144,0.23113207547169812,0.08,0.7358490566037735,0.48,0,3
929,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_12.jpg,375,500,3,['2 292 15 416 196'],292,15,416,196,0.584,0.04,0.832,0.5226666666666666,0,1
930,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_120.jpg,225,300,3,['2 69 13 172 112'],69,13,172,112,0.23,0.057777777777777775,0.5733333333333334,0.49777777777777776,0,0
931,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_121.jpg,245,250,3,['2 74 9 175 125'],74,9,175,125,0.296,0.036734693877551024,0.7,0.5102040816326531,0,2
932,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_122.jpg,225,300,3,['2 98 17 213 136'],98,17,213,136,0.32666666666666666,0.07555555555555556,0.71,0.6044444444444445,0,0
933,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_123.jpg,200,300,3,['2 82 1 176 81'],82,1,176,81,0.2733333333333333,0.005,0.5866666666666667,0.405,0,0
934,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_124.jpg,225,300,3,['2 102 35 178 114'],102,35,178,114,0.34,0.15555555555555556,0.5933333333333334,0.5066666666666667,0,0
935,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_125.jpg,300,290,3,['2 117 4 284 173'],117,4,284,173,0.40344827586206894,0.013333333333333334,0.9793103448275862,0.5766666666666667,0,2
936,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_126.jpg,225,300,3,['2 128 25 298 135'],128,25,298,135,0.4266666666666667,0.1111111111111111,0.9933333333333333,0.6,0,3
937,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_127.jpg,225,300,3,['2 155 1 242 106'],155,1,242,106,0.5166666666666667,0.0044444444444444444,0.8066666666666666,0.4711111111111111,0,0
938,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_128.jpg,225,300,3,['2 94 35 235 136'],94,35,235,136,0.31333333333333335,0.15555555555555556,0.7833333333333333,0.6044444444444445,0,2
939,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_129.jpg,300,273,3,['2 83 1 217 147'],83,1,217,147,0.304029304029304,0.0033333333333333335,0.7948717948717948,0.49,0,1
940,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_13.jpg,500,480,3,['2 81 39 293 240'],81,39,293,240,0.16875,0.078,0.6104166666666667,0.48,0,3
941,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_130.jpg,225,300,3,['2 131 8 229 117'],131,8,229,117,0.43666666666666665,0.035555555555555556,0.7633333333333333,0.52,0,4
942,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_131.jpg,173,300,3,['2 112 4 196 92'],112,4,196,92,0.37333333333333335,0.023121387283236993,0.6533333333333333,0.5317919075144508,0,4
943,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_132.jpg,225,300,3,['2 96 43 195 121'],96,43,195,121,0.32,0.19111111111111112,0.65,0.5377777777777778,0,3
944,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_133.jpg,225,300,3,['2 81 46 171 128'],81,46,171,128,0.27,0.20444444444444446,0.57,0.5688888888888889,0,4
945,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_134.jpg,300,225,3,['2 40 15 150 137'],40,15,150,137,0.17777777777777778,0.05,0.6666666666666666,0.45666666666666667,0,0
946,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_135.jpg,200,154,3,['2 18 2 117 128'],18,2,117,128,0.11688311688311688,0.01,0.7597402597402597,0.64,0,2
947,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_136.jpg,182,200,3,['2 15 5 128 106'],15,5,128,106,0.075,0.027472527472527472,0.64,0.5824175824175825,0,4
948,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_137.jpg,300,205,3,['2 37 1 201 181'],37,1,201,181,0.18048780487804877,0.0033333333333333335,0.9804878048780488,0.6033333333333334,0,4
949,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_139.jpg,300,283,3,['2 99 69 213 168'],99,69,213,168,0.3498233215547703,0.23,0.7526501766784452,0.56,0,4
950,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_14.jpg,500,492,3,['2 106 17 433 341'],106,17,433,341,0.21544715447154472,0.034,0.8800813008130082,0.682,0,0
951,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_140.jpg,290,300,3,['2 97 48 235 140'],97,48,235,140,0.3233333333333333,0.16551724137931034,0.7833333333333333,0.4827586206896552,0,1
952,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_141.jpg,300,231,3,['2 37 34 180 147'],37,34,180,147,0.16017316017316016,0.11333333333333333,0.7792207792207793,0.49,0,3
953,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_142.jpg,300,221,3,['2 55 7 180 98'],55,7,180,98,0.248868778280543,0.023333333333333334,0.8144796380090498,0.32666666666666666,0,1
954,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_143.jpg,300,202,3,['2 14 6 178 190'],14,6,178,190,0.06930693069306931,0.02,0.8811881188118812,0.6333333333333333,0,2
955,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_144.jpg,230,300,3,['2 53 17 136 113'],53,17,136,113,0.17666666666666667,0.07391304347826087,0.4533333333333333,0.49130434782608695,0,4
956,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_145.jpg,200,300,3,['2 96 35 190 118'],96,35,190,118,0.32,0.175,0.6333333333333333,0.59,0,2
957,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_146.jpg,225,300,3,['2 94 86 159 146'],94,86,159,146,0.31333333333333335,0.38222222222222224,0.53,0.6488888888888888,0,2
958,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_147.jpg,300,280,3,['2 112 47 199 142'],112,47,199,142,0.4,0.15666666666666668,0.7107142857142857,0.47333333333333333,0,2
959,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_149.jpg,286,300,3,['2 65 27 180 130'],65,27,180,130,0.21666666666666667,0.0944055944055944,0.6,0.45454545454545453,0,1
960,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_15.jpg,500,372,3,['2 115 106 341 255'],115,106,341,255,0.30913978494623656,0.212,0.9166666666666666,0.51,0,4
961,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_150.jpg,300,287,3,['2 109 27 260 177'],109,27,260,177,0.3797909407665505,0.09,0.9059233449477352,0.59,0,2
962,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_151.jpg,300,239,3,['2 36 11 205 156'],36,11,205,156,0.1506276150627615,0.03666666666666667,0.8577405857740585,0.52,0,1
963,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_152.jpg,225,300,3,['2 94 31 209 125'],94,31,209,125,0.31333333333333335,0.13777777777777778,0.6966666666666667,0.5555555555555556,0,3
964,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_153.jpg,225,300,3,['2 119 54 228 128'],119,54,228,128,0.39666666666666667,0.24,0.76,0.5688888888888889,0,4
965,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_154.jpg,225,300,3,['2 100 2 232 108'],100,2,232,108,0.3333333333333333,0.008888888888888889,0.7733333333333333,0.48,0,3
966,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_155.jpg,300,225,3,['2 55 14 199 115'],55,14,199,115,0.24444444444444444,0.04666666666666667,0.8844444444444445,0.38333333333333336,0,4
967,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_156.jpg,225,300,3,['2 91 1 221 151'],91,1,221,151,0.30333333333333334,0.0044444444444444444,0.7366666666666667,0.6711111111111111,0,3
968,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_157.jpg,200,117,3,['2 5 30 110 99'],5,30,110,99,0.042735042735042736,0.15,0.9401709401709402,0.495,0,2
969,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_158.jpg,300,289,3,['2 90 93 182 159'],90,93,182,159,0.31141868512110726,0.31,0.629757785467128,0.53,0,4
970,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_16.jpg,500,405,3,['2 12 25 303 340'],12,25,303,340,0.02962962962962963,0.05,0.7481481481481481,0.68,0,3
971,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_160.jpg,300,225,3,['2 16 26 183 160'],16,26,183,160,0.07111111111111111,0.08666666666666667,0.8133333333333334,0.5333333333333333,0,3
972,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_161.jpg,300,199,3,['2 79 27 174 146'],79,27,174,146,0.3969849246231156,0.09,0.8743718592964824,0.4866666666666667,0,3
973,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_162.jpg,200,300,3,['2 96 41 137 90'],96,41,137,90,0.32,0.205,0.45666666666666667,0.45,0,2
974,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_163.jpg,225,300,3,['2 95 17 258 167'],95,17,258,167,0.31666666666666665,0.07555555555555556,0.86,0.7422222222222222,0,3
975,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_164.jpg,300,214,3,['2 79 73 154 123'],79,73,154,123,0.3691588785046729,0.24333333333333335,0.719626168224299,0.41,0,0
976,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_165.jpg,224,300,3,['2 44 21 175 144'],44,21,175,144,0.14666666666666667,0.09375,0.5833333333333334,0.6428571428571429,0,4
977,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_166.jpg,225,300,3,['2 112 1 197 114'],112,1,197,114,0.37333333333333335,0.0044444444444444444,0.6566666666666666,0.5066666666666667,0,1
978,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_167.jpg,240,300,3,['2 108 34 253 169'],108,34,253,169,0.36,0.14166666666666666,0.8433333333333334,0.7041666666666667,0,1
979,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_168.jpg,300,248,3,['2 35 2 241 160'],35,2,241,160,0.14112903225806453,0.006666666666666667,0.9717741935483871,0.5333333333333333,0,1
980,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_169.jpg,225,300,3,['2 109 1 233 135'],109,1,233,135,0.36333333333333334,0.0044444444444444444,0.7766666666666666,0.6,0,2
981,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_17.jpg,281,500,3,['2 269 46 361 144'],269,46,361,144,0.538,0.16370106761565836,0.722,0.5124555160142349,0,3
982,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_170.jpg,225,300,3,['2 42 13 263 192'],42,13,263,192,0.14,0.057777777777777775,0.8766666666666667,0.8533333333333334,0,2
983,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_171.jpg,280,300,3,['2 90 20 250 184'],90,20,250,184,0.3,0.07142857142857142,0.8333333333333334,0.6571428571428571,0,1
984,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_172.jpg,222,300,3,['2 82 34 157 123'],82,34,157,123,0.2733333333333333,0.15315315315315314,0.5233333333333333,0.5540540540540541,0,1
985,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_173.jpg,281,300,3,['2 33 1 224 164'],33,1,224,164,0.11,0.0035587188612099642,0.7466666666666667,0.5836298932384342,0,3
986,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_174.jpg,300,274,3,['2 71 25 211 131'],71,25,211,131,0.2591240875912409,0.08333333333333333,0.7700729927007299,0.43666666666666665,0,2
987,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_175.jpg,225,300,3,['2 78 48 185 185'],78,48,185,185,0.26,0.21333333333333335,0.6166666666666667,0.8222222222222222,0,3
988,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_176.jpg,284,300,3,['2 126 38 245 163'],126,38,245,163,0.42,0.13380281690140844,0.8166666666666667,0.573943661971831,0,1
989,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_177.jpg,225,300,3,['2 137 26 219 111'],137,26,219,111,0.45666666666666667,0.11555555555555555,0.73,0.49333333333333335,0,2
990,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_178.jpg,225,300,3,['2 139 77 216 132'],139,77,216,132,0.4633333333333333,0.3422222222222222,0.72,0.5866666666666667,0,3
991,C:\Users\Oleg\Google Drive\Projects\cv\cat dogs classifier\data\chihuahua_179.jpg,225,300,3,['2 118 36 180 136'],118,36,180,136,0.3933333333333333,0.16,0.6,0.6044444444444445,0,1
